Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,WinningParty
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,NMGorsuch,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1039,AMES v. OHIO DEPARTMENT OF YOUTH SERVICES,6/5/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1201,CC/DEVAS (MAURITIUS) LIMITED v. ANTRIX CORP. LTD.,6/5/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1259,BLOM BANK SAL v. HONICKMAN,6/5/2025,KBJackson,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1141,SMITH & WESSON BRANDS v. ESTADOS UNIDOS MEXICANOS,6/5/2025,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1300,NUCLEAR REGULATORY COMMISSION v. TEXAS,6/18/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,JGRoberts,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,SAAlito,,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,NMGorsuch,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1067,OKLAHOMA v. ENVIRONMENTAL PROTECTION AGENCY,6/18/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,JGRoberts,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1229,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",6/18/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1270,RILEY v. BONDI,6/26/2025,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,BMKavanaugh,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-354,FEDERAL COMMUNICATIONS COMMISSION v. CONSUMERS' RESEARCH,6/27/2025,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,SSotomayor,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,NMGorsuch,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-656,"TIKTOK, INC. v. GARLAND",1/17/2025,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-677,"ROYAL CANIN U.S.A., INC. v. WULLSCHLEGER",1/15/2025,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-154,CATHOLIC CHARITIES BUREAU v. WISCONSIN LABOR & INDUSTRY REVIEW COMMISSION,6/5/2025,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1345,RIVERS v. GUERRERO,6/12/2025,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,CThomas,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,NMGorsuch,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-20,FULD v. PALESTINE LIBERATION ORGANIZATION,6/20/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1275,MEDINA v. PLANNED PARENTHOOD SOUTH ATLANTIC,6/26/2025,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-316,KENNEDY v. BRAIDWOOD MANAGEMENT,6/27/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,CThomas,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-275,PARRISH v. UNITED STATES,6/12/2025,KBJackson,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-416,COMMISSIONER OF INTERNAL REVENUE v. ZUCH,6/12/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-416,COMMISSIONER OF INTERNAL REVENUE v. ZUCH,6/12/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-416,COMMISSIONER OF INTERNAL REVENUE v. ZUCH,6/12/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-416,COMMISSIONER OF INTERNAL REVENUE v. ZUCH,6/12/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,24-416,COMMISSIONER OF INTERNAL REVENUE v. ZUCH,6/12/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
