Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,WinningParty
2023,1710,23-51,"BISSONNETTE v. LEPAGE BAKERIES PARK ST., LLC",4/12/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-51,"BISSONNETTE v. LEPAGE BAKERIES PARK ST., LLC",4/12/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-51,"BISSONNETTE v. LEPAGE BAKERIES PARK ST., LLC",4/12/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-51,"BISSONNETTE v. LEPAGE BAKERIES PARK ST., LLC",4/12/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-51,"BISSONNETTE v. LEPAGE BAKERIES PARK ST., LLC",4/12/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23A349,OHIO v. ENVIRONMENTAL PROTECTION AGENCY,6/27/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,CThomas,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,SAAlito,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1078,WARNER CHAPPELL MUSIC v. NEAL,5/9/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-7386,MCINTOSH v. UNITED STATES,4/17/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-529,CANTERO v. BANK OF AMERICA,5/30/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,SAAlito,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,SSotomayor,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,EKagan,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-976,GARLAND v. CARGILL,6/14/2024,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,NMGorsuch,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-3,COINBASE v. SUSKI,5/23/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-411,MURTHY v. MISSOURI,6/26/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,NMGorsuch,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-842,NATIONAL RIFLE ASSOCIATION OF AMERICA v. VULLO,5/30/2024,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,SSotomayor,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,EKagan,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-14,DIAZ v. UNITED STATES,6/20/2024,KBJackson,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,SAAlito,,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1079,TRUCK INSURANCE EXCHANGE v. KAISER GYPSUM COMPANY,6/6/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,SAAlito,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,SSotomayor,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,BMKavanaugh,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1025,GONZALEZ v. TREVINO,6/20/2024,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22O141,TEXAS v. NEW MEXICO AND COLORADO,6/21/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,CThomas,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,SAAlito,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,BMKavanaugh,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,ACBarrett,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-250,BECERRA v. SAN CARLOS APACHE TRIBE,6/6/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-21,HARROW v. DEPARTMENT OF DEFENSE,5/16/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-235,FOOD AND DRUG ADMINISTRATION v. ALLIANCE FOR HIPPOCRATIC MEDICINE,6/13/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,JGRoberts,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,BMKavanaugh,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-370,ERLINGER v. UNITED STATES,6/21/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-146,CONNELLY v. UNITED STATES,6/6/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,NMGorsuch,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-108,SNYDER v. UNITED STATES,6/26/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
