Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,ActualVote,WinningParty
2022,1710,21-1164,WILKINS v. UNITED STATES,3/28/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1164,WILKINS v. UNITED STATES,3/28/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1164,WILKINS v. UNITED STATES,3/28/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1164,WILKINS v. UNITED STATES,3/28/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,SAAlito,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1170,CIMINELLI v. UNITED STATES,5/11/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1270,MOAC MALL HOLDINGS LLC v. TRANSFORM HOLDCO LLC,4/19/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,CThomas,dissent,Petitioner,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,SAAlito,dissent,Petitioner,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,NMGorsuch,dissent,Petitioner,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,BMKavanaugh,regular concurrence,Respondent,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1271,MOORE v. HARPER,6/27/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,NMGorsuch,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1397,in re GRAND JURY,1/23/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,SAAlito,dissent,Petitioner,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,NMGorsuch,dissent,Petitioner,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1454,OHIO ADJUTANT GENERAL’S DEPARTMENT v. FEDERAL LABOR RELATIONS AUTHORITY,5/18/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,CThomas,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,SAAlito,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,NMGorsuch,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1449,GLACIER NORTHWEST v. INT'L BROTHERHOOD OF TEAMSTERS,6/1/2023,KBJackson,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,CThomas,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-96,FINANCIAL OVERSIGHT AND MANAGEMENT BD FOR PUERTO RICO v. CENTRO DE PERIODISMO INVESTIGATIVO,5/11/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,SAAlito,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,NMGorsuch,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1450,TURKIYE HALK BANKASI A.S. v. UNITED STATES,4/19/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,CThomas,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,SAAlito,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1436,SANTOS-ZACARIA v. GARLAND,5/11/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-887,PEREZ v. STURGIS PUBLIC SCHOOLS,3/21/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,NMGorsuch,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1333,GONZALEZ v. GOOGLE LLC,5/18/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1496,TWITTER v. TAAMNEH,5/18/2023,KBJackson,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,NMGorsuch,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-10,DUBIN v. UNITED STATES,6/8/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,SSotomayor,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,EKagan,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,ACBarrett,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-506,BIDEN v. NEBRASKA,6/30/2023,KBJackson,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-535,DEPARTMENT OF EDUCATION v. BROWN,6/30/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22O156,NEW YORK v. NEW JERSEY,4/18/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,CThomas,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,SSotomayor,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-179,UNITED STATES v. HANSEN,6/23/2023,KBJackson,dissent,Respondent,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,CThomas,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,SSotomayor,dissent,Respondent,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,EKagan,dissent,Respondent,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,NMGorsuch,dissent,Respondent,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1484,ARIZONA v. NAVAJO NATION,6/22/2023,KBJackson,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,CThomas,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,SSotomayor,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,EKagan,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-105,"COINBASE, INC. v. BIELSKI",6/23/2023,KBJackson,dissent,Respondent,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,JGRoberts,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,SSotomayor,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,EKagan,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,ACBarrett,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1043,ABITRON AUSTRIA GMBH v. HETRONIC INT'L,6/29/2023,KBJackson,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
